intersection_id,approach_id,lat,lon,dis_to_ref
3,NS,44.757900799999994,-93.4396817,1225.340161698632
3,NS,44.7578769,-93.4396824,1222.6820282657586
3,NS,44.757852799999995,-93.43968249999999,1220.0022189009132
3,NS,44.757829,-93.4396831,1217.355355642094
3,NS,44.757804799999995,-93.4396836,1214.6641488275632
3,NS,44.7577808,-93.439684,1211.9952837033384
3,NS,44.757757,-93.4396843,1209.3487384411183
3,NS,44.757732999999995,-93.4396847,1206.6798733157943
3,NS,44.7577091,-93.439685,1204.0222090049253
3,NS,44.7576852,-93.4396854,1201.3644625901925
3,NS,44.7576612,-93.4396857,1198.6956792261901
3,NS,44.7576373,-93.4396859,1196.0380735609008
3,NS,44.757613199999994,-93.4396864,1193.3579850357512
3,NS,44.757589499999995,-93.43968699999999,1190.7222394766627
3,NS,44.7575655,-93.4396874,1188.0533743510455
3,NS,44.7575417,-93.43968799999999,1185.4065110872405
3,NS,44.757517799999995,-93.4396888,1182.748201744597
3,NS,44.757517799999995,-93.4396888,1182.748201744597
3,NS,44.757494,-93.43968939999999,1180.1013384808819
3,NS,44.75747,-93.43969,1177.43223976328
3,NS,44.7574465,-93.4396908,1174.818395617557
3,NS,44.757422899999995,-93.4396915,1172.1936133486104
3,NS,44.757399199999995,-93.4396924,1169.557335632858
3,NS,44.7573754,-93.43969349999999,1166.9094714973846
3,NS,44.7573515,-93.43969469999999,1164.2502241985017
3,NS,44.757327599999996,-93.4396956,1161.5917155082875
3,NS,44.757304,-93.43969659999999,1158.9663276177062
3,NS,44.75728,-93.43969779999999,1156.2959678538543
3,NS,44.757256299999995,-93.43969919999999,1153.658330664926
3,NS,44.757232699999996,-93.4397001,1151.0331683787795
3,NS,44.757208899999995,-93.4397012,1148.3853042342705
3,NS,44.7571851,-93.4397023,1145.7374400894143
3,NS,44.7571613,-93.4397031,1143.0902470773976
3,NS,44.7571377,-93.4397044,1140.4640400292924
3,NS,44.7571139,-93.4397054,1137.8164231209378
3,NS,44.7570902,-93.43970639999999,1135.179920737625
3,NS,44.7570665,-93.4397078,1132.5422835342688
3,NS,44.7570425,-93.43970879999999,1129.8724374469175
3,NS,44.7570191,-93.4397097,1127.2695059198647
3,NS,44.756995499999995,-93.43971069999999,1124.6441180158154
3,NS,44.756971899999996,-93.4397114,1122.0193357385747
3,NS,44.756948099999995,-93.4397122,1119.3721427209966
3,NS,44.7569247,-93.4397133,1116.7687321897872
3,NS,44.756901,-93.43971429999999,1114.132229798732
3,NS,44.7568774,-93.4397154,1111.5065925545632
3,NS,44.7568541,-93.4397161,1108.9151612605306
3,NS,44.7568304,-93.43971719999999,1106.2784105811704
3,NS,44.7568068,-93.4397181,1103.653248280845
3,NS,44.7567835,-93.4397189,1101.0616365516328
3,NS,44.7567601,-93.4397199,1098.4584774781285
3,NS,44.7567368,-93.4397207,1095.8668657476994
3,NS,44.7567135,-93.43972149999999,1093.2752540166493
3,NS,44.756690299999995,-93.4397225,1090.6943236040208
3,NS,44.7566668,-93.4397237,1088.0795255130295
3,NS,44.756643499999996,-93.4397243,1085.4882506015263
3,NS,44.7566202,-93.4397252,1082.8964343912403
3,NS,44.7565969,-93.4397262,1080.3043896645945
3,NS,44.756573599999996,-93.4397268,1077.713114752023
3,NS,44.756550399999995,-93.4397281,1075.1313510602922
3,NS,44.756527399999996,-93.4397288,1072.573270550502
3,NS,44.756504199999995,-93.43972939999999,1069.9931132631111
3,NS,44.7564813,-93.4397302,1067.445966052278
3,NS,44.7564582,-93.4397309,1064.8767686329397
3,NS,44.7564348,-93.43973179999999,1062.2738370862994
3,NS,44.756411799999995,-93.43973249999999,1059.7157565733303
3,NS,44.756389,-93.4397331,1057.1800696252608
3,NS,44.756366199999995,-93.4397339,1054.6440384684631
3,NS,44.7563429,-93.439735,1052.051741184243
3,NS,44.7563199,-93.4397355,1049.4939531595478
3,NS,44.7562965,-93.4397364,1046.8910216074435
3,NS,44.7562735,-93.4397371,1044.332941092406
3,NS,44.7562506,-93.43973799999999,1041.7855858259825
3,NS,44.756227599999995,-93.43973849999999,1039.227797799524
3,NS,44.7562046,-93.43973899999999,1036.670009773613
3,NS,44.7561816,-93.43974,1034.1113078247577
3,NS,44.7561585,-93.4397405,1031.5424016245174
3,NS,44.756135799999996,-93.43974109999999,1029.0178322150475
3,NS,44.7561128,-93.43974209999999,1026.4591302633257
3,NS,44.7560899,-93.4397426,1023.9124603985105
3,NS,44.756067099999996,-93.43974329999999,1021.376613626613
3,NS,44.756043999999996,-93.4397437,1018.8078166435824
3,NS,44.7560213,-93.43974419999999,1016.2833830675366
3,NS,44.7559985,-93.4397448,1013.7476961126955
3,NS,44.7559756,-93.43974519999999,1011.2011364190594
3,NS,44.7559529,-93.4397458,1008.6765670067543
3,NS,44.75593,-93.4397461,1006.13009300585
3,NS,44.7559073,-93.43974659999999,1003.6056594277961
3,NS,44.7558845,-93.439747,1001.0702183672909
3,NS,44.755862,-93.4397472,998.5682826771784
3,NS,44.755838999999995,-93.43974759999999,996.010604340596
3,NS,44.7558164,-93.4397477,993.4975865939529
3,NS,44.7557937,-93.4397474,990.9733506066073
3,NS,44.7557708,-93.4397484,988.4257628141767
3,NS,44.755748,-93.4397484,985.8905184862869
3,NS,44.755725399999996,-93.4397484,983.3775131439859
3,NS,44.7557026,-93.4397484,980.8422688168862
3,NS,44.755679799999996,-93.439748,978.3068277541972
3,NS,44.755657199999995,-93.4397479,975.7938100066991
3,NS,44.7556344,-93.4397473,973.2581230470705
3,NS,44.755611699999996,-93.4397468,970.7336894658581
3,NS,44.755588499999995,-93.43974689999999,968.1539550831776
3,NS,44.755565999999995,-93.4397463,965.6516206993832
3,NS,44.755543499999995,-93.43974539999999,963.1487257599463
3,NS,44.755520399999995,-93.4397448,960.5796860677243
3,NS,44.7554977,-93.4397441,958.0549561241585
3,NS,44.7554751,-93.4397431,955.5407105571642
3,NS,44.7554521,-93.4397419,952.9814725479825
3,NS,44.7554296,-93.4397408,950.4780794366156
3,NS,44.755406799999996,-93.4397396,947.9410650280706
3,NS,44.7553838,-93.4397384,945.3818270147425
3,NS,44.7553609,-93.4397365,942.8310473582386
3,NS,44.7553384,-93.4397348,940.3255630118146
3,NS,44.7553154,-93.43973319999999,937.7649610552431
3,NS,44.7552929,-93.43973109999999,935.257586137529
3,NS,44.7552702,-93.43972939999999,932.7298944569973
3,NS,44.7552476,-93.4397274,930.2119318421694
3,NS,44.7552247,-93.4397247,927.6566585360318
3,NS,44.7552022,-93.4397224,925.1481897109393
3,NS,44.755179299999995,-93.43972029999999,922.5964324753807
3,NS,44.7551567,-93.4397178,920.0756856554152
3,NS,44.755133699999995,-93.4397156,917.5123093132783
3,NS,44.7551109,-93.43971239999999,914.9645043381158
3,NS,44.7550885,-93.43970929999999,912.461738780964
3,NS,44.755065699999996,-93.4397066,909.91754597811
3,NS,44.755043,-93.4397036,907.382329753663
3,NS,44.7550204,-93.4397006,904.8581841515838
3,NS,44.7549978,-93.4396977,902.3347673409735
3,NS,44.7549749,-93.4396944,899.7751056122607
3,NS,44.7549523,-93.43969109999999,897.248626764919
3,NS,44.754929499999996,-93.43968819999999,894.7030619011798
3,NS,44.754906999999996,-93.439685,892.1884486808907
3,NS,44.7548843,-93.4396812,889.6465516972127
3,NS,44.7548615,-93.43967769999999,887.0962883376271
3,NS,44.7548386,-93.4396742,884.5349706759157
3,NS,44.7548161,-93.43967029999999,882.0142033101822
3,NS,44.7547934,-93.4396664,879.471362071564
3,NS,44.7547706,-93.4396625,876.917482815524
3,NS,44.754748,-93.43965879999999,874.3875511832836
3,NS,44.7547255,-93.43965449999999,871.8627305006012
3,NS,44.7547028,-93.4396502,869.315871072149
3,NS,44.75468,-93.439646,866.7590271530507
3,NS,44.7546572,-93.4396417,864.2011470249461
3,NS,44.7546347,-93.4396373,861.6752522566512
3,NS,44.754612099999996,-93.43963269999999,859.1361321896459
3,NS,44.7545892,-93.4396282,856.5650954885677
3,NS,44.7545666,-93.4396233,854.0224785286008
3,NS,44.754543899999994,-93.4396185,851.4700554863446
3,NS,44.7545212,-93.43961379999999,848.9187930291266
3,NS,44.7544986,-93.43960849999999,846.3711783225389
3,NS,44.7544762,-93.43960299999999,843.8428330301558
3,NS,44.7544537,-93.43959819999999,841.3124001706611
3,NS,44.754431,-93.4395926,838.7498349787691
3,NS,44.7544082,-93.4395873,836.1802807006427
3,NS,44.7543857,-93.4395818,833.6409803505121
3,NS,44.7543629,-93.439576,831.0647011325756
3,NS,44.754340299999996,-93.43956999999999,828.5074248835167
3,NS,44.7543175,-93.43956449999999,825.9352511517269
3,NS,44.7542949,-93.4395586,823.3794259804246
3,NS,44.7542949,-93.4395586,823.3794259804246
3,NS,44.7542725,-93.43955249999999,820.8425128753938
3,NS,44.7542495,-93.43954629999999,818.2385924824063
3,NS,44.7542277,-93.43954049999999,815.7716576861555
3,NS,44.7542051,-93.43953379999999,813.2035662265107
3,NS,44.7541825,-93.4395275,810.6417951740306
3,NS,44.7541599,-93.4395208,808.0737036291388
3,NS,44.7541376,-93.4395145,805.544647672765
3,NS,44.754115,-93.43950749999999,802.9715714303356
3,NS,44.7540927,-93.4395009,800.4377492754506
3,NS,44.7540701,-93.4394939,797.864672941007
3,NS,44.7540475,-93.439487,795.2932812761088
3,NS,44.754025399999996,-93.43947999999999,792.7744760169977
3,NS,44.7540031,-93.4394734,790.2406536959165
3,NS,44.7539806,-93.43946629999999,787.6767208931702
3,NS,44.7539583,-93.43945889999999,785.1291552403707
3,NS,44.7539361,-93.439452,782.6012138298372
3,NS,44.7539136,-93.43944479999999,780.0355426573942
3,NS,44.753891499999995,-93.43943759999999,777.5132243797607
3,NS,44.753868999999995,-93.4394307,774.9526982851869
3,NS,44.7538467,-93.43942349999999,772.4087082929935
3,NS,44.7538245,-93.4394169,769.8857663502739
3,NS,44.753802199999996,-93.43940979999999,767.3435293179713
3,NS,44.753780299999995,-93.4394032,764.8532167630402
3,NS,44.7537579,-93.439396,762.2983871119867
3,NS,44.7537357,-93.4393896,759.778659921982
3,NS,44.7537133,-93.4393829,757.2323253596473
3,NS,44.7536912,-93.4393764,754.7218881164309
3,NS,44.7536688,-93.4393699,752.1787878599807
3,NS,44.7536464,-93.4393632,749.632453170395
3,NS,44.7536242,-93.4393566,747.1095108535384
3,NS,44.7536019,-93.43934999999999,744.5756877880535
3,NS,44.753579699999996,-93.4393434,742.0527453885311
3,NS,44.753557699999995,-93.4393367,739.5499007992921
3,NS,44.7535357,-93.4393302,737.0503468488557
3,NS,44.7535136,-93.4393235,734.5366328476463
3,NS,44.7534914,-93.43931719999999,732.0184770981394
3,NS,44.7534694,-93.4393106,729.5172896057214
3,NS,44.7534473,-93.4393041,727.0068519196207
3,NS,44.753425199999995,-93.4392975,724.4947878472512
3,NS,44.7534031,-93.43929109999999,721.9859526293166
3,NS,44.7533812,-93.4392847,719.4988964571298
3,NS,44.7533592,-93.4392783,717.0009517163867
3,NS,44.7533378,-93.4392718,714.5666540589328
3,NS,44.7533159,-93.4392656,712.0827587698561
3,NS,44.7532937,-93.4392591,709.5614351743296
3,NS,44.7532722,-93.4392531,707.1242488141503
3,NS,44.7532503,-93.4392467,704.6371924091326
3,NS,44.7532285,-93.4392404,702.1626219926252
3,NS,44.7532066,-93.439234,699.6755655099547
3,NS,44.7531847,-93.4392278,697.1916700018069
3,NS,44.7531629,-93.4392215,694.7170994717758
3,NS,44.7531414,-93.43921519999999,692.2751971216746
3,NS,44.7531196,-93.4392086,689.7957554931295
3,NS,44.753097499999996,-93.4392026,687.2930910922521
3,NS,44.7530757,-93.4391965,684.8216469459838
3,NS,44.753054,-93.4391897,682.3496927315821
3,NS,44.7530321,-93.4391837,679.8688614862306
3,NS,44.7530104,-93.4391775,677.4067645054722
3,NS,44.7529885,-93.439171,674.9180910404904
3,NS,44.752966799999996,-93.4391646,672.4528049976863
3,NS,44.752944899999996,-93.43915849999999,669.9704534390235
3,NS,44.7529228,-93.4391517,667.4550644661073
3,NS,44.7529008,-93.4391455,664.9602661618405
3,NS,44.7528793,-93.43913909999999,662.5167423963196
3,NS,44.7528578,-93.43913289999999,660.076436031356
3,NS,44.7528356,-93.4391263,657.553492245675
3,NS,44.752814099999995,-93.43912,655.1115893218182
3,NS,44.7527921,-93.4391134,652.6104005572457
3,NS,44.752770399999996,-93.4391069,650.1434832888528
3,NS,44.7527487,-93.43910079999999,647.6829439094452
3,NS,44.7527269,-93.4390944,645.2067730461075
3,NS,44.752705299999995,-93.43908809999999,642.7539825931386
3,NS,44.7526839,-93.4390815,640.3180064894173
3,NS,44.7526404,-93.4390689,635.3797556235206
3,NS,44.7526188,-93.43906229999999,632.9220507445741
3,NS,44.7525974,-93.439056,630.4910326763418
3,NS,44.7525759,-93.43904979999999,628.0507258314942
3,NS,44.7525543,-93.4390432,625.5930208294413
3,NS,44.7525328,-93.439037,623.1527139113422
3,NS,44.7525328,-93.439037,623.1527139113422
3,NS,44.7525111,-93.4390305,620.6857961645674
3,NS,44.7524685,-93.43901799999999,615.8471428676661
3,NS,44.7524685,-93.43901799999999,615.8471428676661
3,NS,44.7524473,-93.4390114,613.4328856590029
3,NS,44.752425699999996,-93.439005,610.9784809275884
3,NS,44.7523832,-93.4389927,606.1539167189438
3,NS,44.7523616,-93.4389861,603.6962113481501
3,NS,44.752340499999995,-93.43898,601.3010617086409
3,NS,44.7523191,-93.4389738,598.8716468148971
3,NS,44.752297899999995,-93.4389672,596.4573893143789
3,NS,44.752277,-93.4389609,594.0807643126993
3,NS,44.7522557,-93.4389547,591.6622396292626
3,NS,44.7522348,-93.4389482,589.282258547092
3,NS,44.7522348,-93.4389482,589.282258547092
3,NS,44.752213399999995,-93.438942,586.852843472124
3,NS,44.7521925,-93.4389356,584.4745528313126
3,NS,44.7521504,-93.4389233,579.693546754735
3,NS,44.7521294,-93.43891719999999,577.3092880155154
3,NS,44.752108299999996,-93.43891099999999,574.9125374012309
3,NS,44.7520874,-93.4389051,572.5423226344699
3,NS,44.7520665,-93.4388994,570.1751615755037
3,NS,44.7520454,-93.43889349999999,567.7831376258056
3,NS,44.7520248,-93.4388879,565.4502274716673
3,NS,44.752003599999995,-93.4388822,563.0503080609786
3,NS,44.752003599999995,-93.4388822,563.0503080609786
3,NS,44.7519827,-93.4388766,560.6846356935309
3,NS,44.7519618,-93.4388711,558.3204266731899
3,NS,44.75192,-93.4388601,553.5920085467262
3,NS,44.751898999999995,-93.43885499999999,551.2224406890558
3,NS,44.751898999999995,-93.43885499999999,551.2224406890558
3,NS,44.7518781,-93.4388499,548.8638297676807
3,NS,44.751857099999995,-93.4388448,546.4942618605777
3,NS,44.751836399999995,-93.4388395,544.154786511061
3,NS,44.7518154,-93.43883489999999,541.7916087562137
3,NS,44.7517943,-93.4388298,539.4110823086004
3,NS,44.7517735,-93.4388254,537.0722750585415
3,NS,44.7517524,-93.4388204,534.6930717629277
3,NS,44.7517311,-93.4388161,532.3004031259951
3,NS,44.7517102,-93.4388117,529.9505991346776
3,NS,44.751689,-93.4388077,527.5721988189712
3,NS,44.751646799999996,-93.4387998,522.8384863540377
3,NS,44.7516258,-93.4387955,520.4788337292938
3,NS,44.7516258,-93.4387955,520.4788337292938
3,NS,44.7516046,-93.4387921,518.1062609494453
3,NS,44.7515836,-93.43878869999999,515.7557829426239
3,NS,44.751562299999996,-93.4387855,513.3738889869098
3,NS,44.7515411,-93.4387826,511.0054593216632
3,NS,44.75152,-93.4387795,508.6465101895707
3,NS,44.7514987,-93.43877669999999,506.26775986898883
3,NS,44.7514775,-93.43877379999999,503.8993301793757
3,NS,44.751456,-93.438771,501.49843624820414
3,NS,44.7514349,-93.43876829999999,499.14255549030815
3,NS,44.7514134,-93.4387654,496.7409214329259
3,NS,44.7513922,-93.4387634,494.37830435375633
3,NS,44.7513708,-93.4387611,491.9918116114855
3,NS,44.7513496,-93.43875899999999,489.6286535164075
3,NS,44.7513285,-93.438757,487.2771309290902
3,NS,44.7513072,-93.4387553,484.90487754863506
3,NS,44.7512859,-93.43875349999999,482.53216419610914
3,NS,44.751264899999995,-93.43875159999999,480.1922554775794
3,NS,44.751243599999995,-93.4387498,477.8195421188885
3,NS,44.7512219,-93.4387483,475.4037065745032
3,NS,44.751200399999995,-93.438746,473.0061263983177
3,NS,44.751179199999996,-93.4387448,470.64689010745866
3,NS,44.751158,-93.4387435,468.28732344264097
3,NS,44.751136599999995,-93.4387426,465.9066909140038
3,NS,44.7511156,-93.4387416,463.570262587543
3,NS,44.751094599999995,-93.43874079999999,461.23431472399676
3,NS,44.7510736,-93.4387398,458.89788639559646
3,NS,44.7510524,-93.438739,456.5397076035531
3,NS,44.751031399999995,-93.4387387,454.2044939739416
3,NS,44.75101,-93.4387383,451.8247129063016
3,NS,44.7509891,-93.4387373,449.499397682724
3,NS,44.7509681,-93.4387374,447.1642908710364
3,NS,44.7509473,-93.43873719999999,444.8513824734667
3,NS,44.7509265,-93.4387376,442.53831231369116
3,NS,44.7509059,-93.4387376,440.24769682490785
3,NS,44.7508851,-93.438738,437.9346266648234
