timestamp,idx,detect_stage,current_ref_file,current_intersection,current_approach,speed_mps,exclude_ref_file,candidate_ref_file,candidate_intersection,candidate_approach,live_heading_deg,heading_source,gps_heading_distance_m,ref_heading_deg,heading_error_deg,heading_limit_deg,avg_distance_m,inferred_distance_to_stopbar,result,reason,selected
1782424461.1747808,0,bootstrap,,,,0.0,,ref_4_SN.csv,4,SN,,none,,,,60.0,3038.347296828817,,reject,avg_distance_too_large,False
1782424461.1747808,0,bootstrap,,,,0.0,,ref_4_4218_NS.csv,4,NS,,none,,,,60.0,1948.6277039103795,,reject,avg_distance_too_large,False
1782424461.1747808,0,bootstrap,,,,0.0,,ref_2_NS.csv,2,NS,,none,,,,60.0,1492.4269877640693,,reject,avg_distance_too_large,False
1782424461.1747808,0,bootstrap,,,,0.0,,ref_4_EW.csv,4,EW,,none,,,,60.0,3030.1914939138387,,reject,avg_distance_too_large,False
1782424461.1747808,0,bootstrap,,,,0.0,,ref_2_WE.csv,2,WE,,none,,,,60.0,1856.553494734054,,reject,avg_distance_too_large,False
1782424461.1747808,0,bootstrap,,,,0.0,,ref_4_4218_WE.csv,4,WE,,none,,,,60.0,3023.701963696981,,reject,avg_distance_too_large,False
1782424461.1747808,0,bootstrap,,,,0.0,,ref_5_SWNE.csv,5,SWNE,,none,,,,60.0,269.5547461050056,,reject,avg_distance_too_large,False
1782424461.1747808,0,bootstrap,,,,0.0,,ref_4_WE.csv,4,WE,,none,,,,60.0,3023.701963696981,,reject,avg_distance_too_large,False
1782424461.1747808,0,bootstrap,,,,0.0,,ref_5_NWSE.csv,5,NWSE,,none,,,,60.0,102.2119748512657,,reject,avg_distance_too_large,False
1782424461.1747808,0,bootstrap,,,,0.0,,ref_4_4218_EW.csv,4,EW,,none,,,,60.0,3030.1914939138387,,reject,avg_distance_too_large,False
1782424461.1747808,0,bootstrap,,,,0.0,,ref_2_EW.csv,2,EW,,none,,,,60.0,1451.2772676332913,,reject,avg_distance_too_large,False
1782424461.1747808,0,bootstrap,,,,0.0,,ref_1_SENW.csv,1,SENW,,none,,,,60.0,86.27714099400629,,reject,avg_distance_too_large,False
1782424461.1747808,0,bootstrap,,,,0.0,,ref_4_NS.csv,4,NS,,none,,,,60.0,1948.6277039103795,,reject,avg_distance_too_large,False
1782424461.1747808,0,bootstrap,,,,0.0,,ref_2_SN.csv,2,SN,,none,,,,60.0,1934.0152428522333,,reject,avg_distance_too_large,False
1782424461.1747808,0,bootstrap,,,,0.0,,ref_4_4218_SN.csv,4,SN,,none,,,,60.0,3038.347296828817,,reject,avg_distance_too_large,False
