timestamp,idx,detect_stage,current_ref_file,current_intersection,current_approach,speed_mps,exclude_ref_file,candidate_ref_file,candidate_intersection,candidate_approach,live_heading_deg,heading_source,gps_heading_distance_m,ref_heading_deg,heading_error_deg,heading_limit_deg,avg_distance_m,inferred_distance_to_stopbar,result,reason,selected
1782423833.195901,0,bootstrap,,,,0.0,,ref_4_SN.csv,4,SN,,none,,,,60.0,2647.5087583506784,,reject,avg_distance_too_large,False
1782423833.195901,0,bootstrap,,,,0.0,,ref_4_4218_NS.csv,4,NS,,none,,,,60.0,1612.028213618282,,reject,avg_distance_too_large,False
1782423833.195901,0,bootstrap,,,,0.0,,ref_2_NS.csv,2,NS,,none,,,,60.0,1348.5932414813888,,reject,avg_distance_too_large,False
1782423833.195901,0,bootstrap,,,,0.0,,ref_4_EW.csv,4,EW,,none,,,,60.0,2637.8582647088183,,reject,avg_distance_too_large,False
1782423833.195901,0,bootstrap,,,,0.0,,ref_2_WE.csv,2,WE,,none,,,,60.0,1593.3886612448514,,reject,avg_distance_too_large,False
1782423833.195901,0,bootstrap,,,,0.0,,ref_4_4218_WE.csv,4,WE,,none,,,,60.0,2610.0349849076065,,reject,avg_distance_too_large,False
1782423833.195901,0,bootstrap,,,,0.0,,ref_5_SWNE.csv,5,SWNE,,none,,,,60.0,167.7606919353399,,reject,avg_distance_too_large,False
1782423833.195901,0,bootstrap,,,,0.0,,ref_4_WE.csv,4,WE,,none,,,,60.0,2610.0349849076065,,reject,avg_distance_too_large,False
1782423833.195901,0,bootstrap,,,,0.0,,ref_5_NWSE.csv,5,NWSE,,none,,,,60.0,290.45346730070344,,reject,avg_distance_too_large,False
1782423833.195901,0,bootstrap,,,,0.0,,ref_4_4218_EW.csv,4,EW,,none,,,,60.0,2637.8582647088183,,reject,avg_distance_too_large,False
1782423833.195901,0,bootstrap,,,,0.0,,ref_2_EW.csv,2,EW,,none,,,,60.0,1121.775648264808,,reject,avg_distance_too_large,False
1782423833.195901,0,bootstrap,,,,0.0,,ref_1_SENW.csv,1,SENW,,none,,,,60.0,282.5833686357217,,reject,avg_distance_too_large,False
1782423833.195901,0,bootstrap,,,,0.0,,ref_4_NS.csv,4,NS,,none,,,,60.0,1612.028213618282,,reject,avg_distance_too_large,False
1782423833.195901,0,bootstrap,,,,0.0,,ref_2_SN.csv,2,SN,,none,,,,60.0,1683.6758646827245,,reject,avg_distance_too_large,False
1782423833.195901,0,bootstrap,,,,0.0,,ref_4_4218_SN.csv,4,SN,,none,,,,60.0,2647.5087583506784,,reject,avg_distance_too_large,False
1782423833.195901,0,bootstrap,,,,0.0,,ref_3_WE.csv,3,WE,,none,,,,60.0,3227.0760156725073,,reject,avg_distance_too_large,False
1782423833.195901,0,bootstrap,,,,0.0,,ref_3_NS.csv,3,NS,,none,,,,60.0,2373.7879868849336,,reject,avg_distance_too_large,False
1782423833.195901,0,bootstrap,,,,0.0,,ref_1_NWSE.csv,1,NWSE,,none,,,,60.0,424.1613745668548,,reject,avg_distance_too_large,False
1782423833.195901,0,bootstrap,,,,0.0,,ref_5_SENW.csv,5,SENW,,none,,,,60.0,308.9145134061848,,reject,avg_distance_too_large,False
1782423833.195901,0,bootstrap,,,,0.0,,ref_3_SN.csv,3,SN,,none,,,,60.0,3225.238178833567,,reject,avg_distance_too_large,False
1782423833.195901,0,bootstrap,,,,0.0,,ref_3_EW.csv,3,EW,,none,,,,60.0,2828.3189686670858,,reject,avg_distance_too_large,False
1782423833.195901,0,bootstrap,,,,0.0,,ref_5_NESW.csv,5,NESW,,none,,,,60.0,247.77096245356464,,reject,avg_distance_too_large,False
1782423833.195901,0,bootstrap,,,,0.0,,ref_1_SWNE.csv,1,SWNE,,none,,,,60.0,352.2712505873826,,reject,avg_distance_too_large,False
1782423833.29983,1,bootstrap,,,,0.0,,ref_4_SN.csv,4,SN,,none,,,,60.0,2647.503284902201,,reject,avg_distance_too_large,False
1782423833.29983,1,bootstrap,,,,0.0,,ref_4_4218_NS.csv,4,NS,,none,,,,60.0,1612.0232015000888,,reject,avg_distance_too_large,False
1782423833.29983,1,bootstrap,,,,0.0,,ref_2_NS.csv,2,NS,,none,,,,60.0,1348.5940691931012,,reject,avg_distance_too_large,False
1782423833.29983,1,bootstrap,,,,0.0,,ref_4_EW.csv,4,EW,,none,,,,60.0,2637.852783677263,,reject,avg_distance_too_large,False
1782423833.29983,1,bootstrap,,,,0.0,,ref_2_WE.csv,2,WE,,none,,,,60.0,1593.387536022632,,reject,avg_distance_too_large,False
1782423833.29983,1,bootstrap,,,,0.0,,ref_4_4218_WE.csv,4,WE,,none,,,,60.0,2610.029425163233,,reject,avg_distance_too_large,False
1782423833.29983,1,bootstrap,,,,0.0,,ref_5_SWNE.csv,5,SWNE,,none,,,,60.0,167.76314199945148,,reject,avg_distance_too_large,False
1782423833.29983,1,bootstrap,,,,0.0,,ref_4_WE.csv,4,WE,,none,,,,60.0,2610.029425163233,,reject,avg_distance_too_large,False
1782423833.29983,1,bootstrap,,,,0.0,,ref_5_NWSE.csv,5,NWSE,,none,,,,60.0,290.457360042122,,reject,avg_distance_too_large,False
1782423833.29983,1,bootstrap,,,,0.0,,ref_4_4218_EW.csv,4,EW,,none,,,,60.0,2637.852783677263,,reject,avg_distance_too_large,False
1782423833.29983,1,bootstrap,,,,0.0,,ref_2_EW.csv,2,EW,,none,,,,60.0,1121.7735094245452,,reject,avg_distance_too_large,False
1782423833.29983,1,bootstrap,,,,0.0,,ref_1_SENW.csv,1,SENW,,none,,,,60.0,282.58618178897353,,reject,avg_distance_too_large,False
1782423833.29983,1,bootstrap,,,,0.0,,ref_4_NS.csv,4,NS,,none,,,,60.0,1612.0232015000888,,reject,avg_distance_too_large,False
1782423833.29983,1,bootstrap,,,,0.0,,ref_2_SN.csv,2,SN,,none,,,,60.0,1683.6749062913186,,reject,avg_distance_too_large,False
1782423833.29983,1,bootstrap,,,,0.0,,ref_4_4218_SN.csv,4,SN,,none,,,,60.0,2647.503284902201,,reject,avg_distance_too_large,False
1782423833.29983,1,bootstrap,,,,0.0,,ref_3_WE.csv,3,WE,,none,,,,60.0,3227.0715588822504,,reject,avg_distance_too_large,False
1782423833.29983,1,bootstrap,,,,0.0,,ref_3_NS.csv,3,NS,,none,,,,60.0,2373.784810705023,,reject,avg_distance_too_large,False
1782423833.29983,1,bootstrap,,,,0.0,,ref_1_NWSE.csv,1,NWSE,,none,,,,60.0,424.16693318395994,,reject,avg_distance_too_large,False
1782423833.29983,1,bootstrap,,,,0.0,,ref_5_SENW.csv,5,SENW,,none,,,,60.0,308.9183640896076,,reject,avg_distance_too_large,False
1782423833.29983,1,bootstrap,,,,0.0,,ref_3_SN.csv,3,SN,,none,,,,60.0,3225.2336875551136,,reject,avg_distance_too_large,False
1782423833.29983,1,bootstrap,,,,0.0,,ref_3_EW.csv,3,EW,,none,,,,60.0,2828.3138929945308,,reject,avg_distance_too_large,False
1782423833.29983,1,bootstrap,,,,0.0,,ref_5_NESW.csv,5,NESW,,none,,,,60.0,247.77373170013496,,reject,avg_distance_too_large,False
1782423833.29983,1,bootstrap,,,,0.0,,ref_1_SWNE.csv,1,SWNE,,none,,,,60.0,352.2761667586456,,reject,avg_distance_too_large,False
1782423833.404006,2,bootstrap,,,,0.0,,ref_4_SN.csv,4,SN,,none,,,,60.0,2647.5014604193752,,reject,avg_distance_too_large,False
1782423833.404006,2,bootstrap,,,,0.0,,ref_4_4218_NS.csv,4,NS,,none,,,,60.0,1612.0215307940243,,reject,avg_distance_too_large,False
1782423833.404006,2,bootstrap,,,,0.0,,ref_2_NS.csv,2,NS,,none,,,,60.0,1348.5943450970053,,reject,avg_distance_too_large,False
1782423833.404006,2,bootstrap,,,,0.0,,ref_4_EW.csv,4,EW,,none,,,,60.0,2637.8509566667444,,reject,avg_distance_too_large,False
1782423833.404006,2,bootstrap,,,,0.0,,ref_2_WE.csv,2,WE,,none,,,,60.0,1593.3871609485589,,reject,avg_distance_too_large,False
1782423833.404006,2,bootstrap,,,,0.0,,ref_4_4218_WE.csv,4,WE,,none,,,,60.0,2610.0275719151086,,reject,avg_distance_too_large,False
1782423833.404006,2,bootstrap,,,,0.0,,ref_5_SWNE.csv,5,SWNE,,none,,,,60.0,167.76395868748867,,reject,avg_distance_too_large,False
1782423833.404006,2,bootstrap,,,,0.0,,ref_4_WE.csv,4,WE,,none,,,,60.0,2610.0275719151086,,reject,avg_distance_too_large,False
