timestamp,a_cal,d_cal,c_cal,T_cal,J_final
22:07.7,0.472,0.0946,0.41854,0.53267,3.23729746
22:08.7,0.4216,0.09838,0.405562,0.509801,3.23729746
22:09.7,0.4216,0.09838,0.405562,0.509801,3.23729746
22:10.7,0.4216,0.09838,0.405562,0.509801,3.23729746
22:11.7,0.4216,0.09838,0.405562,0.509801,3.23729746
22:12.7,0.4216,0.09838,0.405562,0.509801,3.23729746
22:13.7,0.4216,0.09838,0.405562,0.509801,3.23729746
22:14.7,0.4216,0.09838,0.405562,0.509801,3.23729746
22:15.7,0.4216,0.09838,0.405562,0.509801,3.23729746
22:16.7,0.4216,0.09838,0.405562,0.509801,3.23729746
22:17.7,0.4216,0.09838,0.405562,0.509801,3.23729746
22:18.7,0.40648,0.099514,0.4016686,0.5029403,3.23729746
22:19.7,0.40648,0.099514,0.4016686,0.5029403,3.23729746
22:20.7,0.40648,0.099514,0.4016686,0.5029403,3.23729746
22:21.7,0.40648,0.099514,0.4016686,0.5029403,3.23729746
22:22.7,0.40648,0.099514,0.4016686,0.5029403,3.23729746
22:23.7,0.40648,0.099514,0.4016686,0.5029403,3.23729746
22:24.7,0.40648,0.099514,0.4016686,0.5029403,3.23729746
22:25.7,0.40648,0.099514,0.4016686,0.5029403,3.23729746
22:26.7,0.40648,0.099514,0.4016686,0.5029403,3.23729746
22:27.7,0.40648,0.099514,0.4016686,0.5029403,3.23729746
22:28.7,0.401944,0.0998542,0.40050058,0.50088209,3.23729746
22:29.7,0.401944,0.0998542,0.40050058,0.50088209,3.23729746
22:30.7,0.401944,0.0998542,0.40050058,0.50088209,3.23729746
22:31.7,0.401944,0.0998542,0.40050058,0.50088209,3.23729746
22:32.7,0.401944,0.0998542,0.40050058,0.50088209,3.23729746
22:33.7,0.401944,0.0998542,0.40050058,0.50088209,3.23729746
22:34.7,0.401944,0.0998542,0.40050058,0.50088209,3.23729746
22:35.7,0.401944,0.0998542,0.40050058,0.50088209,3.23729746
22:36.7,0.401944,0.0998542,0.40050058,0.50088209,3.23729746
22:37.7,0.401944,0.0998542,0.40050058,0.50088209,3.23729746
22:38.7,0.4005832,0.09995626,0.400150174,0.500264627,3.23729746
22:39.7,0.4005832,0.09995626,0.400150174,0.500264627,3.23729746
22:40.7,0.4005832,0.09995626,0.400150174,0.500264627,3.23729746
22:41.7,0.4005832,0.09995626,0.400150174,0.500264627,3.23729746
22:42.7,0.4005832,0.09995626,0.400150174,0.500264627,3.23729746
22:43.7,0.4005832,0.09995626,0.400150174,0.500264627,3.23729746
22:44.7,0.4005832,0.09995626,0.400150174,0.500264627,3.23729746
22:45.7,0.4005832,0.09995626,0.400150174,0.500264627,3.23729746
22:46.7,0.4005832,0.09995626,0.400150174,0.500264627,3.23729746
22:47.7,0.4005832,0.09995626,0.400150174,0.500264627,3.23729746
22:48.7,0.40017496,0.099986878,0.400045052,0.500079388,3.23729746
22:49.7,0.40017496,0.099986878,0.400045052,0.500079388,3.23729746
22:50.7,0.40017496,0.099986878,0.400045052,0.500079388,3.23729746
22:51.8,0.40017496,0.099986878,0.400045052,0.500079388,3.23729746
22:52.8,0.40017496,0.099986878,0.400045052,0.500079388,3.23729746
22:53.8,0.40017496,0.099986878,0.400045052,0.500079388,3.23729746
22:54.8,0.40017496,0.099986878,0.400045052,0.500079388,3.23729746
22:55.8,0.40017496,0.099986878,0.400045052,0.500079388,3.23729746
22:56.8,0.40017496,0.099986878,0.400045052,0.500079388,3.23729746
22:57.8,0.40017496,0.099986878,0.400045052,0.500079388,3.23729746
22:58.8,0.400052488,0.099996063,0.400013516,0.500023816,3.23729746
22:59.8,0.400052488,0.099996063,0.400013516,0.500023816,3.23729746
23:00.8,0.400052488,0.099996063,0.400013516,0.500023816,3.23729746
23:01.8,0.400052488,0.099996063,0.400013516,0.500023816,3.23729746
23:02.8,0.400052488,0.099996063,0.400013516,0.500023816,3.23729746
23:03.8,0.400052488,0.099996063,0.400013516,0.500023816,3.23729746
23:04.8,0.400052488,0.099996063,0.400013516,0.500023816,3.23729746
23:05.8,0.400052488,0.099996063,0.400013516,0.500023816,3.23729746
23:06.8,0.400052488,0.099996063,0.400013516,0.500023816,3.23729746
23:07.8,0.400052488,0.099996063,0.400013516,0.500023816,3.23729746
23:08.8,0.400015746,0.099998819,0.400004055,0.500007145,3.23729746
23:09.8,0.400015746,0.099998819,0.400004055,0.500007145,3.23729746
23:10.8,0.400015746,0.099998819,0.400004055,0.500007145,3.23729746
23:11.8,0.400015746,0.099998819,0.400004055,0.500007145,3.23729746
23:12.8,0.400015746,0.099998819,0.400004055,0.500007145,3.23729746
23:13.8,0.400015746,0.099998819,0.400004055,0.500007145,3.23729746
23:14.8,0.400015746,0.099998819,0.400004055,0.500007145,3.23729746
23:15.8,0.400015746,0.099998819,0.400004055,0.500007145,3.23729746
23:16.8,0.400015746,0.099998819,0.400004055,0.500007145,3.23729746
23:17.8,0.400015746,0.099998819,0.400004055,0.500007145,3.23729746
23:18.8,0.400004724,0.099999646,0.400001216,0.500002143,3.23729746
23:19.8,0.400004724,0.099999646,0.400001216,0.500002143,3.23729746
23:20.8,0.400004724,0.099999646,0.400001216,0.500002143,3.23729746
23:21.8,0.400004724,0.099999646,0.400001216,0.500002143,3.23729746
23:22.8,0.400004724,0.099999646,0.400001216,0.500002143,3.23729746
23:23.8,0.400004724,0.099999646,0.400001216,0.500002143,3.23729746
23:24.8,0.400004724,0.099999646,0.400001216,0.500002143,3.23729746
23:25.8,0.400004724,0.099999646,0.400001216,0.500002143,3.23729746
23:26.8,0.400004724,0.099999646,0.400001216,0.500002143,3.23729746
23:27.8,0.400004724,0.099999646,0.400001216,0.500002143,3.23729746
23:28.8,0.400001417,0.099999894,0.400000365,0.500000643,3.23729746
23:29.8,0.400001417,0.099999894,0.400000365,0.500000643,3.23729746
23:30.8,0.400001417,0.099999894,0.400000365,0.500000643,3.23729746
23:31.8,0.400001417,0.099999894,0.400000365,0.500000643,3.23729746
23:32.8,0.400001417,0.099999894,0.400000365,0.500000643,3.23729746
23:33.8,0.400001417,0.099999894,0.400000365,0.500000643,3.23729746
23:34.8,0.400001417,0.099999894,0.400000365,0.500000643,3.23729746
23:35.8,0.400001417,0.099999894,0.400000365,0.500000643,3.23729746
23:36.8,0.400001417,0.099999894,0.400000365,0.500000643,3.23729746
23:37.8,0.400001417,0.099999894,0.400000365,0.500000643,3.23729746
23:38.8,0.400000425,0.099999968,0.400000109,0.500000193,3.826472064
23:39.8,0.400000425,0.099999968,0.400000109,0.500000193,3.826472064
23:40.8,0.400000425,0.099999968,0.400000109,0.500000193,3.826472064
23:41.8,0.400000425,0.099999968,0.400000109,0.500000193,3.826472064
23:42.8,0.400000425,0.099999968,0.400000109,0.500000193,3.826472064
23:43.8,0.400000425,0.099999968,0.400000109,0.500000193,3.826472064
23:44.8,0.400000425,0.099999968,0.400000109,0.500000193,3.826472064
23:45.8,0.400000425,0.099999968,0.400000109,0.500000193,3.826472064
23:46.8,0.400000425,0.099999968,0.400000109,0.500000193,3.826472064
23:47.8,0.400000425,0.099999968,0.400000109,0.500000193,3.826472064
23:48.8,0.400000128,0.09999999,0.400000033,0.500000058,3.726218363
23:49.8,0.400000128,0.09999999,0.400000033,0.500000058,3.726218363
23:50.8,0.400000128,0.09999999,0.400000033,0.500000058,3.726218363
23:51.8,0.400000128,0.09999999,0.400000033,0.500000058,3.726218363
23:52.8,0.400000128,0.09999999,0.400000033,0.500000058,3.726218363
23:53.8,0.400000128,0.09999999,0.400000033,0.500000058,3.726218363
23:54.8,0.400000128,0.09999999,0.400000033,0.500000058,3.726218363
23:55.8,0.400000128,0.09999999,0.400000033,0.500000058,3.726218363
23:56.8,0.400000128,0.09999999,0.400000033,0.500000058,3.726218363
23:57.8,0.400000128,0.09999999,0.400000033,0.500000058,3.726218363
23:58.8,0.400000128,0.09999999,0.400000033,0.500000058,3.726218363
23:59.8,0.400000038,0.099999997,0.40000001,0.500000017,3.726218363
24:00.8,0.400000038,0.099999997,0.40000001,0.500000017,3.726218363
24:01.8,0.400000038,0.099999997,0.40000001,0.500000017,3.726218363
24:02.8,0.400000038,0.099999997,0.40000001,0.500000017,3.726218363
24:03.8,0.400000038,0.099999997,0.40000001,0.500000017,3.726218363
24:04.8,0.400000038,0.099999997,0.40000001,0.500000017,3.726218363
24:05.8,0.400000038,0.099999997,0.40000001,0.500000017,3.726218363
24:06.8,0.400000038,0.099999997,0.40000001,0.500000017,3.726218363
24:07.8,0.400000038,0.099999997,0.40000001,0.500000017,3.726218363
24:08.8,0.400000038,0.099999997,0.40000001,0.500000017,3.726218363
24:09.8,0.400000011,0.099999999,0.400000003,0.500000005,3.726218363
24:10.8,0.400000011,0.099999999,0.400000003,0.500000005,3.726218363
24:11.8,0.400000011,0.099999999,0.400000003,0.500000005,3.726218363
24:12.8,0.400000011,0.099999999,0.400000003,0.500000005,3.726218363
24:13.8,0.400000011,0.099999999,0.400000003,0.500000005,3.726218363
24:14.8,0.400000011,0.099999999,0.400000003,0.500000005,3.726218363
24:15.8,0.400000011,0.099999999,0.400000003,0.500000005,3.726218363
24:16.8,0.400000011,0.099999999,0.400000003,0.500000005,3.726218363
24:17.8,0.400000011,0.099999999,0.400000003,0.500000005,3.726218363
24:18.8,0.400000011,0.099999999,0.400000003,0.500000005,3.726218363
24:19.8,0.400000003,0.1,0.400000001,0.500000002,3.726218363
24:20.8,0.400000003,0.1,0.400000001,0.500000002,3.726218363
24:21.9,0.400000003,0.1,0.400000001,0.500000002,3.726218363
24:22.9,0.400000003,0.1,0.400000001,0.500000002,3.726218363
24:23.9,0.400000003,0.1,0.400000001,0.500000002,3.726218363
24:24.9,0.400000003,0.1,0.400000001,0.500000002,3.726218363
24:25.9,0.400000003,0.1,0.400000001,0.500000002,3.726218363
24:26.9,0.400000003,0.1,0.400000001,0.500000002,3.726218363
24:27.9,0.400000003,0.1,0.400000001,0.500000002,3.726218363
24:28.9,0.400000003,0.1,0.400000001,0.500000002,3.726218363
24:29.9,0.400000001,0.1,0.4,0.5,3.726218363
24:30.9,0.400000001,0.1,0.4,0.5,3.726218363
24:31.9,0.400000001,0.1,0.4,0.5,3.726218363
24:32.9,0.400000001,0.1,0.4,0.5,3.726218363
24:33.9,0.400000001,0.1,0.4,0.5,3.726218363
24:34.9,0.400000001,0.1,0.4,0.5,3.726218363
24:35.9,0.400000001,0.1,0.4,0.5,3.726218363
24:36.9,0.400000001,0.1,0.4,0.5,3.726218363
24:37.9,0.400000001,0.1,0.4,0.5,3.726218363
24:38.9,0.400000001,0.1,0.4,0.5,3.726218363
24:39.9,0.4,0.1,0.4,0.5,3.726218363
24:40.9,0.4,0.1,0.4,0.5,3.726218363
24:41.9,0.4,0.1,0.4,0.5,3.726218363
24:42.9,0.4,0.1,0.4,0.5,3.726218363
24:43.9,0.4,0.1,0.4,0.5,3.726218363
24:44.9,0.4,0.1,0.4,0.5,3.726218363
24:45.9,0.4,0.1,0.4,0.5,3.726218363
24:46.9,0.4,0.1,0.4,0.5,3.726218363
24:47.9,0.4,0.1,0.4,0.5,3.726218363
24:48.9,0.4,0.1,0.4,0.5,3.726218363
24:49.9,0.4,0.1,0.4,0.5,3.726218363
24:50.9,0.4,0.1,0.4,0.5,3.726218363
24:51.9,0.4,0.1,0.4,0.5,3.726218363
24:52.9,0.4,0.1,0.4,0.5,3.726218363
24:53.9,0.4,0.1,0.4,0.5,3.726218363
24:54.9,0.4,0.1,0.4,0.5,3.726218363
24:55.9,0.4,0.1,0.4,0.5,3.726218363
24:56.9,0.4,0.1,0.4,0.5,3.726218363
24:57.9,0.4,0.1,0.4,0.5,3.726218363
24:58.9,0.4,0.1,0.4,0.5,3.726218363
24:59.9,0.4,0.1,0.4,0.5,3.726218363
25:00.9,0.4,0.1,0.4,0.5,3.726218363
25:01.9,0.4,0.1,0.4,0.5,3.726218363
25:02.9,0.4,0.1,0.4,0.5,3.726218363
25:03.9,0.4,0.1,0.4,0.5,3.726218363
25:04.9,0.4,0.1,0.4,0.5,3.726218363
25:05.9,0.4,0.1,0.4,0.5,3.726218363
25:06.9,0.4,0.1,0.4,0.5,3.726218363
25:07.9,0.4,0.1,0.4,0.5,3.726218363
25:08.9,0.4,0.1,0.4,0.5,3.726218363
25:09.9,0.4,0.1,0.4,0.5,3.726218363
25:10.9,0.4,0.1,0.4,0.5,3.726218363
25:11.9,0.4,0.1,0.4,0.5,3.726218363
25:12.9,0.4,0.1,0.4,0.5,3.726218363
25:13.9,0.4,0.1,0.4,0.5,3.726218363
25:14.9,0.4,0.1,0.4,0.5,3.726218363
25:15.9,0.4,0.1,0.4,0.5,3.726218363
25:16.9,0.4,0.1,0.4,0.5,3.726218363
25:18.0,0.4,0.1,0.4,0.5,3.726218363
25:19.0,0.4,0.1,0.4,0.5,3.726218363
25:20.0,0.4,0.1,0.4,0.5,3.726218363
25:21.0,0.4,0.1,0.4,0.5,3.726218363
25:22.0,0.4,0.1,0.4,0.5,3.726218363
25:23.0,0.4,0.1,0.4,0.5,3.726218363
25:24.0,0.4,0.1,0.4,0.5,3.726218363
25:25.0,0.4,0.1,0.4,0.5,3.726218363
25:26.0,0.4,0.1,0.4,0.5,3.726218363
25:27.0,0.4,0.1,0.4,0.5,3.726218363
25:28.0,0.4,0.1,0.4,0.5,3.726218363
25:29.0,0.4,0.1,0.4,0.5,3.726218363
25:30.0,0.4,0.1,0.4,0.5,4.122545602
25:31.0,0.4,0.1,0.4,0.5,4.122545602
25:32.0,0.4,0.1,0.4,0.5,4.122545602
25:33.0,0.4,0.1,0.4,0.5,4.122545602
25:34.0,0.4,0.1,0.4,0.5,4.122545602
25:35.0,0.4,0.1,0.4,0.5,4.122545602
25:36.0,0.4,0.1,0.4,0.5,4.122545602
25:37.0,0.4,0.1,0.4,0.5,4.122545602
25:38.0,0.4,0.1,0.4,0.5,4.122545602
25:39.0,0.4,0.1,0.4,0.5,4.122545602
25:40.0,0.4,0.1,0.4,0.5,3.73181763
25:41.0,0.4,0.1,0.4,0.5,3.73181763
25:42.0,0.4,0.1,0.4,0.5,3.73181763
25:43.0,0.4,0.1,0.4,0.5,3.73181763
25:44.0,0.4,0.1,0.4,0.5,3.73181763
25:45.0,0.4,0.1,0.4,0.5,3.73181763
25:46.0,0.4,0.1,0.4,0.5,3.73181763
25:47.0,0.4,0.1,0.4,0.5,3.73181763
25:48.0,0.4,0.1,0.4,0.5,3.73181763
25:49.0,0.4,0.1,0.4,0.5,3.73181763
25:50.0,0.4,0.1,0.4,0.5,3.73181763
25:51.0,0.4,0.1,0.4,0.5,3.682259634
25:52.0,0.4,0.1,0.4,0.5,3.682259634
25:53.0,0.4,0.1,0.4,0.5,3.682259634
25:54.0,0.4,0.1,0.4,0.5,3.682259634
25:55.0,0.4,0.1,0.4,0.5,3.682259634
25:56.0,0.4,0.1,0.4,0.5,3.682259634
25:57.0,0.4,0.1,0.4,0.5,3.682259634
25:58.0,0.4,0.1,0.4,0.5,3.682259634
25:59.0,0.4,0.1,0.4,0.5,3.682259634
26:00.0,0.4,0.1,0.4,0.5,3.682259634
26:01.0,0.4,0.1,0.4,0.5,3.682259634
26:02.0,0.4,0.1,0.4,0.5,3.682259634
26:03.0,0.4,0.1,0.4,0.5,3.682259634
26:04.0,0.4,0.1,0.4,0.5,3.682259634
26:05.0,0.4,0.1,0.4,0.5,3.682259634
26:06.0,0.4,0.1,0.4,0.5,3.682259634
26:07.0,0.4,0.1,0.4,0.5,3.682259634
26:08.0,0.4,0.1,0.4,0.5,3.682259634
26:09.0,0.4,0.1,0.4,0.5,3.682259634
26:10.0,0.4,0.1,0.4,0.5,3.682259634
26:11.0,0.4,0.1,0.4,0.5,3.682259634
26:12.0,0.4,0.1,0.4,0.5,3.682259634
26:13.0,0.4,0.1,0.4,0.5,3.682259634
26:14.0,0.4,0.1,0.4,0.5,3.682259634
26:15.0,0.4,0.1,0.4,0.5,3.682259634
26:16.0,0.4,0.1,0.4,0.5,3.682259634
26:17.0,0.4,0.1,0.4,0.5,3.682259634
26:18.0,0.4,0.1,0.4,0.5,3.682259634
26:19.0,0.4,0.1,0.4,0.5,3.682259634
26:20.0,0.4,0.1,0.4,0.5,3.682259634
26:21.0,0.4,0.1,0.4,0.5,3.682259634
26:22.0,0.4,0.1,0.4,0.5,3.682259634
26:23.0,0.4,0.1,0.4,0.5,3.682259634
26:24.0,0.4,0.1,0.4,0.5,3.682259634
26:25.0,0.4,0.1,0.4,0.5,3.682259634
26:26.0,0.4,0.1,0.4,0.5,3.682259634
26:27.0,0.4,0.1,0.4,0.5,3.682259634
26:28.0,0.4,0.1,0.4,0.5,3.682259634
26:29.0,0.4,0.1,0.4,0.5,3.682259634
26:30.0,0.4,0.1,0.4,0.5,3.682259634
26:31.0,0.4,0.1,0.4,0.5,3.682259634
26:32.0,0.4,0.1,0.4,0.5,3.682259634
26:33.0,0.4,0.1,0.4,0.5,3.682259634
26:34.0,0.4,0.1,0.4,0.5,3.682259634
26:35.0,0.4,0.1,0.4,0.5,3.682259634
26:36.1,0.4,0.1,0.4,0.5,3.682259634
26:37.1,0.4,0.1,0.4,0.5,3.682259634
26:38.1,0.4,0.1,0.4,0.5,3.682259634
26:39.1,0.4,0.1,0.4,0.5,3.682259634
26:40.1,0.4,0.1,0.4,0.5,3.682259634
26:41.1,0.4,0.1,0.4,0.5,3.612013157
26:42.1,0.4,0.1,0.4,0.5,3.612013157
26:43.1,0.4,0.1,0.4,0.5,3.612013157
26:44.1,0.4,0.1,0.4,0.5,3.612013157
26:45.1,0.4,0.1,0.4,0.5,3.612013157
26:46.1,0.4,0.1,0.4,0.5,3.612013157
26:47.1,0.4,0.1,0.4,0.5,3.612013157
26:48.1,0.4,0.1,0.4,0.5,3.612013157
26:49.1,0.4,0.1,0.4,0.5,3.612013157
26:50.1,0.4,0.1,0.4,0.5,3.612013157
26:51.1,0.4,0.1,0.4,0.5,3.377267545
26:52.1,0.4,0.1,0.4,0.5,3.377267545
26:53.1,0.4,0.1,0.4,0.5,3.377267545
26:54.1,0.4,0.1,0.4,0.5,3.377267545
26:55.1,0.4,0.1,0.4,0.5,3.377267545
26:56.1,0.4,0.1,0.4,0.5,3.377267545
26:57.1,0.4,0.1,0.4,0.5,3.377267545
26:58.1,0.4,0.1,0.4,0.5,3.377267545
26:59.1,0.4,0.1,0.4,0.5,3.377267545
27:00.1,0.4,0.1,0.4,0.5,3.377267545
27:01.1,0.4,0.1,0.4,0.5,3.308205734
27:02.1,0.4,0.1,0.4,0.5,3.308205734
27:03.1,0.4,0.1,0.4,0.5,3.308205734
27:04.1,0.4,0.1,0.4,0.5,3.308205734
27:05.1,0.4,0.1,0.4,0.5,3.308205734
27:06.1,0.4,0.1,0.4,0.5,3.308205734
27:07.1,0.4,0.1,0.4,0.5,3.308205734
27:08.1,0.4,0.1,0.4,0.5,3.308205734
27:09.1,0.4,0.1,0.4,0.5,3.308205734
27:10.1,0.4,0.1,0.4,0.5,3.308205734
27:11.1,0.4,0.1,0.4,0.5,3.308205734
27:12.1,0.4,0.1,0.4,0.5,3.308205734
27:13.1,0.4,0.1,0.4,0.5,3.308205734
27:14.1,0.4,0.1,0.4,0.5,3.308205734
27:15.1,0.4,0.1,0.4,0.5,3.308205734
27:16.2,0.4,0.1,0.4,0.5,3.308205734
27:17.2,0.4,0.1,0.4,0.5,3.308205734
27:18.2,0.4,0.1,0.4,0.5,3.308205734
27:19.2,0.4,0.1,0.4,0.5,3.308205734
27:20.2,0.4,0.1,0.4,0.5,3.308205734
27:21.2,0.4,0.1,0.4,0.5,3.308205734
27:22.2,0.4,0.1,0.4,0.5,3.308205734
27:23.2,0.4,0.1,0.4,0.5,3.308205734
27:24.2,0.4,0.1,0.4,0.5,3.308205734
27:25.2,0.4,0.1,0.4,0.5,3.308205734
27:26.2,0.4,0.1,0.4,0.5,3.308205734
27:27.2,0.4,0.1,0.4,0.5,3.308205734
27:28.2,0.4,0.1,0.4,0.5,3.308205734
